above_list,zip,month,year
0.357,98001,12,2012
0.291,98002,12,2012
0.326,98003,12,2012
0.168,98004,12,2012
0.267,98005,12,2012
0.24,98006,12,2012
0.271,98007,12,2012
0.234,98008,12,2012
0.143,98010,12,2012
0.273,98011,12,2012
0.343,98012,12,2012
0.188,98014,12,2012
0.255,98019,12,2012
0.146,98020,12,2012
0.423,98021,12,2012
0.212,98022,12,2012
0.378,98023,12,2012
0.048,98024,12,2012
0.243,98026,12,2012
0.197,98027,12,2012
0.325,98028,12,2012
0.299,98029,12,2012
0.372,98030,12,2012
0.356,98031,12,2012
0.388,98032,12,2012
0.241,98033,12,2012
0.352,98034,12,2012
0.33,98036,12,2012
0.311,98037,12,2012
0.304,98038,12,2012
0.125,98039,12,2012
0.133,98040,12,2012
0.355,98042,12,2012
0.477,98043,12,2012
0.302,98045,12,2012
0.375,98047,12,2012
0,98050,12,2012
0.1,98051,12,2012
0.288,98052,12,2012
0.214,98053,12,2012
0.333,98055,12,2012
0.281,98056,12,2012
0.379,98057,12,2012
0.268,98058,12,2012
0.231,98059,12,2012
0.3,98065,12,2012
0.022,98070,12,2012
0.206,98072,12,2012
0.18,98074,12,2012
0.165,98075,12,2012
0.123,98077,12,2012
0.342,98087,12,2012
0.292,98092,12,2012
0.125,98101,12,2012
0.208,98102,12,2012
0.315,98103,12,2012
0.211,98104,12,2012
0.226,98105,12,2012
0.266,98106,12,2012
0.396,98107,12,2012
0.299,98108,12,2012
0.216,98109,12,2012
0.191,98112,12,2012
0.3,98115,12,2012
0.192,98116,12,2012
0.366,98117,12,2012
0.368,98118,12,2012
0.221,98119,12,2012
0.214,98121,12,2012
0.247,98122,12,2012
0.264,98125,12,2012
0.288,98126,12,2012
0.266,98133,12,2012
0,98134,12,2012
0.208,98136,12,2012
0.376,98144,12,2012
0.21,98146,12,2012
0.37,98148,12,2012
0.315,98155,12,2012
0.165,98166,12,2012
0.222,98168,12,2012
0.167,98177,12,2012
0.191,98178,12,2012
0.364,98188,12,2012
0.238,98198,12,2012
0.202,98199,12,2012
0.213,98201,12,2012
0.351,98203,12,2012
0.351,98204,12,2012
0.338,98208,12,2012
0.267,98223,12,2012
0,98224,12,2012
0,98241,12,2012
0.333,98251,12,2012
0.371,98252,12,2012
0.376,98258,12,2012
0.412,98270,12,2012
0.236,98271,12,2012
0.393,98272,12,2012
0.179,98275,12,2012
0,98288,12,2012
0.186,98290,12,2012
0.387,98292,12,2012
0.316,98294,12,2012
0.261,98296,12,2012
0.412,98001,1,2013
0.329,98002,1,2013
0.36,98003,1,2013
0.17,98004,1,2013
0.304,98005,1,2013
0.287,98006,1,2013
0.231,98007,1,2013
0.229,98008,1,2013
0.158,98010,1,2013
0.293,98011,1,2013
0.358,98012,1,2013
0.167,98014,1,2013
0.295,98019,1,2013
0.167,98020,1,2013
0.442,98021,1,2013
0.111,98022,1,2013
0.411,98023,1,2013
0.118,98024,1,2013
0.219,98026,1,2013
0.198,98027,1,2013
0.271,98028,1,2013
0.401,98029,1,2013
0.351,98030,1,2013
0.348,98031,1,2013
0.281,98032,1,2013
0.189,98033,1,2013
0.386,98034,1,2013
0.355,98036,1,2013
0.324,98037,1,2013
0.299,98038,1,2013
0.125,98039,1,2013
0.167,98040,1,2013
0.31,98042,1,2013
0.4,98043,1,2013
0.389,98045,1,2013
0.438,98047,1,2013
0,98050,1,2013
0,98051,1,2013
0.295,98052,1,2013
0.245,98053,1,2013
0.356,98055,1,2013
0.274,98056,1,2013
0.286,98057,1,2013
0.313,98058,1,2013
0.21,98059,1,2013
0.286,98065,1,2013
0.032,98070,1,2013
0.186,98072,1,2013
0.163,98074,1,2013
0.173,98075,1,2013
0.122,98077,1,2013
0.286,98087,1,2013
0.277,98092,1,2013
0.111,98101,1,2013
0.203,98102,1,2013
0.275,98103,1,2013
0.308,98104,1,2013
0.229,98105,1,2013
0.275,98106,1,2013
0.38,98107,1,2013
0.237,98108,1,2013
0.163,98109,1,2013
0.134,98112,1,2013
0.331,98115,1,2013
0.222,98116,1,2013
0.324,98117,1,2013
0.355,98118,1,2013
0.25,98119,1,2013
0.25,98121,1,2013
0.203,98122,1,2013
0.253,98125,1,2013
0.305,98126,1,2013
0.316,98133,1,2013
0,98134,1,2013
0.197,98136,1,2013
0.324,98144,1,2013
0.221,98146,1,2013
0.385,98148,1,2013
0.349,98155,1,2013
0.186,98166,1,2013
0.315,98168,1,2013
0.206,98177,1,2013
0.246,98178,1,2013
0.261,98188,1,2013
0.209,98198,1,2013
0.2,98199,1,2013
0.247,98201,1,2013
0.325,98203,1,2013
0.368,98204,1,2013
0.326,98208,1,2013
0.273,98223,1,2013
0,98224,1,2013
0.5,98241,1,2013
0.2,98251,1,2013
0.31,98252,1,2013
0.37,98258,1,2013
0.394,98270,1,2013
0.256,98271,1,2013
0.333,98272,1,2013
0.208,98275,1,2013
0,98288,1,2013
0.141,98290,1,2013
0.29,98292,1,2013
0.4,98294,1,2013
0.235,98296,1,2013
0.457,98001,2,2013
0.325,98002,2,2013
0.421,98003,2,2013
0.205,98004,2,2013
0.269,98005,2,2013
0.383,98006,2,2013
0.289,98007,2,2013
0.375,98008,2,2013
0.333,98010,2,2013
0.389,98011,2,2013
0.384,98012,2,2013
0.217,98014,2,2013
0.256,98019,2,2013
0.208,98020,2,2013
0.469,98021,2,2013
0.116,98022,2,2013
0.4,98023,2,2013
0.056,98024,2,2013
0.227,98026,2,2013
0.227,98027,2,2013
0.313,98028,2,2013
0.405,98029,2,2013
0.364,98030,2,2013
0.333,98031,2,2013
0.322,98032,2,2013
0.17,98033,2,2013
0.399,98034,2,2013
0.299,98036,2,2013
0.321,98037,2,2013
0.331,98038,2,2013
0,98039,2,2013
0.179,98040,2,2013
0.305,98042,2,2013
0.429,98043,2,2013
0.432,98045,2,2013
0.444,98047,2,2013
0.2,98051,2,2013
0.361,98052,2,2013
0.289,98053,2,2013
0.4,98055,2,2013
0.228,98056,2,2013
0.231,98057,2,2013
0.292,98058,2,2013
0.183,98059,2,2013
0.257,98065,2,2013
0.148,98070,2,2013
0.222,98072,2,2013
0.188,98074,2,2013
0.175,98075,2,2013
0.171,98077,2,2013
0.336,98087,2,2013
0.265,98092,2,2013
0.22,98101,2,2013
0.203,98102,2,2013
0.372,98103,2,2013
0.286,98104,2,2013
0.222,98105,2,2013
0.246,98106,2,2013
0.283,98107,2,2013
0.254,98108,2,2013
0.255,98109,2,2013
0.136,98112,2,2013
0.361,98115,2,2013
0.188,98116,2,2013
0.394,98117,2,2013
0.322,98118,2,2013
0.214,98119,2,2013
0.214,98121,2,2013
0.276,98122,2,2013
0.292,98125,2,2013
0.376,98126,2,2013
0.283,98133,2,2013
0,98134,2,2013
0.196,98136,2,2013
0.273,98144,2,2013
0.221,98146,2,2013
0.36,98148,2,2013
0.305,98155,2,2013
0.177,98166,2,2013
0.338,98168,2,2013
0.245,98177,2,2013
0.303,98178,2,2013
0.298,98188,2,2013
0.256,98198,2,2013
0.224,98199,2,2013
0.386,98201,2,2013
0.381,98203,2,2013
0.417,98204,2,2013
0.335,98208,2,2013
0.282,98223,2,2013
0,98224,2,2013
0.5,98241,2,2013
0.071,98251,2,2013
0.379,98252,2,2013
0.373,98258,2,2013
0.378,98270,2,2013
0.281,98271,2,2013
0.27,98272,2,2013
0.222,98275,2,2013
0,98288,2,2013
0.216,98290,2,2013
0.264,98292,2,2013
0.467,98294,2,2013
0.264,98296,2,2013
0.44,98001,3,2013
0.288,98002,3,2013
0.459,98003,3,2013
0.237,98004,3,2013
0.26,98005,3,2013
0.446,98006,3,2013
0.333,98007,3,2013
0.4,98008,3,2013
0.385,98010,3,2013
0.353,98011,3,2013
0.376,98012,3,2013
0.174,98014,3,2013
0.244,98019,3,2013
0.191,98020,3,2013
0.459,98021,3,2013
0.178,98022,3,2013
0.394,98023,3,2013
0.053,98024,3,2013
0.258,98026,3,2013
0.307,98027,3,2013
0.381,98028,3,2013
0.421,98029,3,2013
0.333,98030,3,2013
0.321,98031,3,2013
0.322,98032,3,2013
0.247,98033,3,2013
0.382,98034,3,2013
0.244,98036,3,2013
0.321,98037,3,2013
0.382,98038,3,2013
0,98039,3,2013
0.264,98040,3,2013
0.258,98042,3,2013
0.385,98043,3,2013
0.233,98045,3,2013
0.286,98047,3,2013
0.167,98051,3,2013
0.388,98052,3,2013
0.308,98053,3,2013
0.373,98055,3,2013
0.231,98056,3,2013
0.297,98057,3,2013
0.331,98058,3,2013
0.336,98059,3,2013
0.259,98065,3,2013
0.3,98070,3,2013
0.221,98072,3,2013
0.265,98074,3,2013
0.228,98075,3,2013
0.214,98077,3,2013
0.339,98087,3,2013
0.284,98092,3,2013
0.119,98101,3,2013
0.324,98102,3,2013
0.452,98103,3,2013
0.1,98104,3,2013
0.258,98105,3,2013
0.266,98106,3,2013
0.364,98107,3,2013
0.264,98108,3,2013
0.258,98109,3,2013
0.182,98112,3,2013
0.413,98115,3,2013
0.24,98116,3,2013
0.468,98117,3,2013
0.354,98118,3,2013
0.237,98119,3,2013
0.245,98121,3,2013
0.373,98122,3,2013
0.363,98125,3,2013
0.373,98126,3,2013
0.337,98133,3,2013
0,98134,3,2013
0.224,98136,3,2013
0.262,98144,3,2013
0.254,98146,3,2013
0.444,98148,3,2013
0.36,98155,3,2013
0.224,98166,3,2013
0.37,98168,3,2013
0.291,98177,3,2013
0.377,98178,3,2013
0.311,98188,3,2013
0.301,98198,3,2013
0.308,98199,3,2013
0.424,98201,3,2013
0.316,98203,3,2013
0.415,98204,3,2013
0,98205,3,2013
0.393,98208,3,2013
0.31,98223,3,2013
0.5,98241,3,2013
0.125,98251,3,2013
0.364,98252,3,2013
0.356,98258,3,2013
0.363,98270,3,2013
0.322,98271,3,2013
0.316,98272,3,2013
0.19,98275,3,2013
0,98288,3,2013
0.226,98290,3,2013
0.281,98292,3,2013
0.381,98294,3,2013
0.27,98296,3,2013
0.432,98001,4,2013
0.341,98002,4,2013
0.457,98003,4,2013
0.295,98004,4,2013
0.339,98005,4,2013
0.507,98006,4,2013
0.417,98007,4,2013
0.425,98008,4,2013
0.462,98010,4,2013
0.347,98011,4,2013
0.409,98012,4,2013
0.172,98014,4,2013
0.25,98019,4,2013
0.182,98020,4,2013
0.488,98021,4,2013
0.143,98022,4,2013
0.41,98023,4,2013
0.133,98024,4,2013
0.297,98026,4,2013
0.339,98027,4,2013
0.443,98028,4,2013
0.404,98029,4,2013
0.333,98030,4,2013
0.36,98031,4,2013
0.387,98032,4,2013
0.325,98033,4,2013
0.49,98034,4,2013
0.361,98036,4,2013
0.328,98037,4,2013
0.415,98038,4,2013
0.067,98039,4,2013
0.271,98040,4,2013
0.34,98042,4,2013
0.438,98043,4,2013
0.245,98045,4,2013
0.286,98047,4,2013
0,98050,4,2013
0.1,98051,4,2013
0.5,98052,4,2013
0.395,98053,4,2013
0.379,98055,4,2013
0.343,98056,4,2013
0.333,98057,4,2013
0.388,98058,4,2013
0.392,98059,4,2013
0.317,98065,4,2013
0.25,98070,4,2013
0.261,98072,4,2013
0.353,98074,4,2013
0.33,98075,4,2013
0.167,98077,4,2013
0.383,98087,4,2013
0.303,98092,4,2013
0.159,98101,4,2013
0.382,98102,4,2013
0.488,98103,4,2013
0.111,98104,4,2013
0.304,98105,4,2013
0.329,98106,4,2013
0.37,98107,4,2013
0.328,98108,4,2013
0.352,98109,4,2013
0.21,98112,4,2013
0.463,98115,4,2013
0.313,98116,4,2013
0.547,98117,4,2013
0.407,98118,4,2013
0.233,98119,4,2013
0.218,98121,4,2013
0.434,98122,4,2013
0.4,98125,4,2013
0.378,98126,4,2013
0.437,98133,4,2013
0,98134,4,2013
0.29,98136,4,2013
0.292,98144,4,2013
0.342,98146,4,2013
0.304,98148,4,2013
0.42,98155,4,2013
1,98164,4,2013
0.296,98166,4,2013
0.393,98168,4,2013
0.282,98177,4,2013
0.444,98178,4,2013
0.362,98188,4,2013
0.409,98198,4,2013
0.425,98199,4,2013
0.406,98201,4,2013
0.339,98203,4,2013
0.432,98204,4,2013
0.167,98205,4,2013
0.465,98208,4,2013
0.336,98223,4,2013
0.111,98241,4,2013
0.294,98251,4,2013
0.417,98252,4,2013
0.386,98258,4,2013
0.372,98270,4,2013
0.383,98271,4,2013
0.333,98272,4,2013
0.244,98275,4,2013
0.24,98290,4,2013
0.246,98292,4,2013
0.294,98294,4,2013
0.366,98296,4,2013
0.41,98001,5,2013
0.354,98002,5,2013
0.48,98003,5,2013
0.299,98004,5,2013
0.39,98005,5,2013
0.536,98006,5,2013
0.514,98007,5,2013
0.576,98008,5,2013
0.316,98010,5,2013
0.42,98011,5,2013
0.399,98012,5,2013
0.2,98014,5,2013
0.304,98019,5,2013
0.189,98020,5,2013
0.489,98021,5,2013
0.141,98022,5,2013
0.426,98023,5,2013
0.222,98024,5,2013
1,98025,5,2013
0.355,98026,5,2013
0.408,98027,5,2013
0.424,98028,5,2013
0.493,98029,5,2013
0.328,98030,5,2013
0.395,98031,5,2013
0.437,98032,5,2013
0.363,98033,5,2013
0.538,98034,5,2013
0.389,98036,5,2013
0.358,98037,5,2013
0.408,98038,5,2013
0.143,98039,5,2013
0.342,98040,5,2013
0.37,98042,5,2013
0.451,98043,5,2013
0.311,98045,5,2013
0.259,98047,5,2013
0,98050,5,2013
0,98051,5,2013
0.545,98052,5,2013
0.434,98053,5,2013
0.414,98055,5,2013
0.455,98056,5,2013
0.341,98057,5,2013
0.429,98058,5,2013
0.434,98059,5,2013
0.393,98065,5,2013
0.214,98070,5,2013
0.378,98072,5,2013
0.416,98074,5,2013
0.414,98075,5,2013
0.276,98077,5,2013
0.363,98087,5,2013
0.305,98092,5,2013
0.082,98101,5,2013
0.434,98102,5,2013
0.517,98103,5,2013
0.182,98104,5,2013
0.427,98105,5,2013
0.378,98106,5,2013
0.386,98107,5,2013
0.304,98108,5,2013
0.294,98109,5,2013
0.266,98112,5,2013
0.557,98115,5,2013
0.349,98116,5,2013
0.542,98117,5,2013
0.454,98118,5,2013
0.255,98119,5,2013
0.31,98121,5,2013
0.478,98122,5,2013
0.421,98125,5,2013
0.439,98126,5,2013
0.515,98133,5,2013
0,98134,5,2013
0.313,98136,5,2013
0.319,98144,5,2013
0.427,98146,5,2013
0.333,98148,5,2013
0.478,98155,5,2013
1,98164,5,2013
0.317,98166,5,2013
0.407,98168,5,2013
0.344,98177,5,2013
0.457,98178,5,2013
0.393,98188,5,2013
0.455,98198,5,2013
0.467,98199,5,2013
0.384,98201,5,2013
0.338,98203,5,2013
0.488,98204,5,2013
0.143,98205,5,2013
0.478,98208,5,2013
0.292,98223,5,2013
0,98241,5,2013
0.353,98251,5,2013
0.364,98252,5,2013
0.396,98258,5,2013
0.389,98270,5,2013
0.389,98271,5,2013
0.37,98272,5,2013
0.196,98275,5,2013
0.279,98290,5,2013
0.281,98292,5,2013
0.25,98294,5,2013
0.356,98296,5,2013
0.467,98001,6,2013
0.484,98002,6,2013
0.446,98003,6,2013
0.303,98004,6,2013
0.471,98005,6,2013
0.564,98006,6,2013
0.559,98007,6,2013
0.602,98008,6,2013
0.4,98010,6,2013
0.452,98011,6,2013
0.472,98012,6,2013
0.258,98014,6,2013
0.273,98019,6,2013
0.246,98020,6,2013
0.539,98021,6,2013
0.121,98022,6,2013
0.434,98023,6,2013
0.227,98024,6,2013
1,98025,6,2013
0.392,98026,6,2013
0.461,98027,6,2013
0.427,98028,6,2013
0.513,98029,6,2013
0.366,98030,6,2013
0.4,98031,6,2013
0.473,98032,6,2013
0.39,98033,6,2013
0.58,98034,6,2013
0.441,98036,6,2013
0.421,98037,6,2013
0.383,98038,6,2013
0.2,98039,6,2013
0.353,98040,6,2013
0.393,98042,6,2013
0.491,98043,6,2013
0.313,98045,6,2013
0.5,98047,6,2013
0,98050,6,2013
0,98051,6,2013
0.555,98052,6,2013
0.456,98053,6,2013
0.4,98055,6,2013
0.49,98056,6,2013
0.314,98057,6,2013
0.464,98058,6,2013
0.413,98059,6,2013
0.457,98065,6,2013
0.227,98070,6,2013
0.43,98072,6,2013
0.466,98074,6,2013
0.409,98075,6,2013
0.329,98077,6,2013
0.413,98087,6,2013
0.33,98092,6,2013
0.17,98101,6,2013
0.395,98102,6,2013
0.53,98103,6,2013
0.273,98104,6,2013
0.477,98105,6,2013
0.438,98106,6,2013
0.4,98107,6,2013
0.321,98108,6,2013
0.309,98109,6,2013
0.291,98112,6,2013
0.568,98115,6,2013
0.356,98116,6,2013
0.548,98117,6,2013
0.415,98118,6,2013
0.283,98119,6,2013
0.321,98121,6,2013
0.547,98122,6,2013
0.439,98125,6,2013
0.449,98126,6,2013
0.497,98133,6,2013
0,98134,6,2013
0.354,98136,6,2013
0.363,98144,6,2013
0.459,98146,6,2013
0.269,98148,6,2013
0.51,98155,6,2013
1,98164,6,2013
0.33,98166,6,2013
0.402,98168,6,2013
0.396,98177,6,2013
0.517,98178,6,2013
0.324,98188,6,2013
0.474,98198,6,2013
0.454,98199,6,2013
0.427,98201,6,2013
0.358,98203,6,2013
0.481,98204,6,2013
0.167,98205,6,2013
0,98206,6,2013
0.494,98208,6,2013
0.309,98223,6,2013
0,98224,6,2013
0.111,98241,6,2013
0.4,98251,6,2013
0.31,98252,6,2013
1,98256,6,2013
0.432,98258,6,2013
0.408,98270,6,2013
0.446,98271,6,2013
0.394,98272,6,2013
0.304,98275,6,2013
0.34,98290,6,2013
0.274,98292,6,2013
0.353,98294,6,2013
0.343,98296,6,2013
0.414,98001,7,2013
0.463,98002,7,2013
0.39,98003,7,2013
0.279,98004,7,2013
0.485,98005,7,2013
0.533,98006,7,2013
0.588,98007,7,2013
0.638,98008,7,2013
0.393,98010,7,2013
0.438,98011,7,2013
0.514,98012,7,2013
0.281,98014,7,2013
0.295,98019,7,2013
0.248,98020,7,2013
0.511,98021,7,2013
0.173,98022,7,2013
0.412,98023,7,2013
0.111,98024,7,2013
1,98025,7,2013
0.392,98026,7,2013
0.507,98027,7,2013
0.421,98028,7,2013
0.542,98029,7,2013
0.368,98030,7,2013
0.439,98031,7,2013
0.456,98032,7,2013
0.429,98033,7,2013
0.558,98034,7,2013
0.444,98036,7,2013
0.434,98037,7,2013
0.422,98038,7,2013
0.211,98039,7,2013
0.344,98040,7,2013
0.427,98042,7,2013
0.537,98043,7,2013
0.349,98045,7,2013
0.476,98047,7,2013
0,98050,7,2013
0,98051,7,2013
0.527,98052,7,2013
0.404,98053,7,2013
0.484,98055,7,2013
0.428,98056,7,2013
0.303,98057,7,2013
0.439,98058,7,2013
0.396,98059,7,2013
0.479,98065,7,2013
0.208,98070,7,2013
0.467,98072,7,2013
0.476,98074,7,2013
0.409,98075,7,2013
0.342,98077,7,2013
0.436,98087,7,2013
0.344,98092,7,2013
0.173,98101,7,2013
0.413,98102,7,2013
0.545,98103,7,2013
0.267,98104,7,2013
0.523,98105,7,2013
0.38,98106,7,2013
0.418,98107,7,2013
0.409,98108,7,2013
0.324,98109,7,2013
0.297,98112,7,2013
0.567,98115,7,2013
0.318,98116,7,2013
0.543,98117,7,2013
0.428,98118,7,2013
0.306,98119,7,2013
0.349,98121,7,2013
0.493,98122,7,2013
0.481,98125,7,2013
0.474,98126,7,2013
0.455,98133,7,2013
0.38,98136,7,2013
0.363,98144,7,2013
0.449,98146,7,2013
0.4,98148,7,2013
0.487,98155,7,2013
0.27,98166,7,2013
0.417,98168,7,2013
0.474,98177,7,2013
0.529,98178,7,2013
0.27,98188,7,2013
0.471,98198,7,2013
0.406,98199,7,2013
0.447,98201,7,2013
0.372,98203,7,2013
0.54,98204,7,2013
0,98205,7,2013
0,98206,7,2013
0.476,98208,7,2013
0.349,98223,7,2013
0,98224,7,2013
0.143,98241,7,2013
0.308,98251,7,2013
0.286,98252,7,2013
0.5,98256,7,2013
0.429,98258,7,2013
0.408,98270,7,2013
0.4,98271,7,2013
0.431,98272,7,2013
0.319,98275,7,2013
0.5,98288,7,2013
0.374,98290,7,2013
0.283,98292,7,2013
0.412,98294,7,2013
0.357,98296,7,2013
0.385,98001,8,2013
0.491,98002,8,2013
0.388,98003,8,2013
0.29,98004,8,2013
0.471,98005,8,2013
0.478,98006,8,2013
0.54,98007,8,2013
0.512,98008,8,2013
0.375,98010,8,2013
0.384,98011,8,2013
0.51,98012,8,2013
0.333,98014,8,2013
0.25,98019,8,2013
0.265,98020,8,2013
0.484,98021,8,2013
0.167,98022,8,2013
0.428,98023,8,2013
0.069,98024,8,2013
0.354,98026,8,2013
0.43,98027,8,2013
0.457,98028,8,2013
0.468,98029,8,2013
0.382,98030,8,2013
0.51,98031,8,2013
0.427,98032,8,2013
0.408,98033,8,2013
0.491,98034,8,2013
0.478,98036,8,2013
0.431,98037,8,2013
0.452,98038,8,2013
0.118,98039,8,2013
0.286,98040,8,2013
0.429,98042,8,2013
0.581,98043,8,2013
0.312,98045,8,2013
0.526,98047,8,2013
0,98050,8,2013
0,98051,8,2013
0.484,98052,8,2013
0.324,98053,8,2013
0.485,98055,8,2013
0.403,98056,8,2013
0.375,98057,8,2013
0.397,98058,8,2013
0.364,98059,8,2013
0.464,98065,8,2013
0.158,98070,8,2013
0.416,98072,8,2013
0.476,98074,8,2013
0.373,98075,8,2013
0.26,98077,8,2013
0.421,98087,8,2013
0.368,98092,8,2013
0.18,98101,8,2013
0.389,98102,8,2013
0.482,98103,8,2013
0.3,98104,8,2013
0.485,98105,8,2013
0.367,98106,8,2013
0.459,98107,8,2013
0.429,98108,8,2013
0.371,98109,8,2013
0.264,98112,8,2013
0.491,98115,8,2013
0.271,98116,8,2013
0.522,98117,8,2013
0.405,98118,8,2013
0.322,98119,8,2013
0.301,98121,8,2013
0.447,98122,8,2013
0.466,98125,8,2013
0.392,98126,8,2013
0.433,98133,8,2013
0.383,98136,8,2013
0.364,98144,8,2013
0.421,98146,8,2013
0.37,98148,8,2013
0.446,98155,8,2013
0,98164,8,2013
0.301,98166,8,2013
0.436,98168,8,2013
0.416,98177,8,2013
0.485,98178,8,2013
0.238,98188,8,2013
0.373,98198,8,2013
0.299,98199,8,2013
0.431,98201,8,2013
0.385,98203,8,2013
0.492,98204,8,2013
0,98206,8,2013
0.465,98208,8,2013
0.417,98223,8,2013
0,98224,8,2013
0.143,98241,8,2013
0.231,98251,8,2013
0.267,98252,8,2013
0.25,98256,8,2013
0.43,98258,8,2013
0.39,98270,8,2013
0.39,98271,8,2013
0.455,98272,8,2013
0.333,98275,8,2013
0.5,98288,8,2013
0.35,98290,8,2013
0.237,98292,8,2013
0.529,98294,8,2013
0.324,98296,8,2013
0.354,98001,9,2013
0.455,98002,9,2013
0.347,98003,9,2013
0.278,98004,9,2013
0.442,98005,9,2013
0.471,98006,9,2013
0.489,98007,9,2013
0.48,98008,9,2013
0.25,98010,9,2013
0.363,98011,9,2013
0.438,98012,9,2013
0.344,98014,9,2013
0.258,98019,9,2013
0.246,98020,9,2013
0.41,98021,9,2013
0.25,98022,9,2013
0.412,98023,9,2013
0.129,98024,9,2013
0.301,98026,9,2013
0.371,98027,9,2013
0.51,98028,9,2013
0.431,98029,9,2013
0.308,98030,9,2013
0.515,98031,9,2013
0.425,98032,9,2013
0.368,98033,9,2013
0.448,98034,9,2013
0.443,98036,9,2013
0.394,98037,9,2013
0.45,98038,9,2013
0.19,98039,9,2013
0.211,98040,9,2013
0.441,98042,9,2013
0.588,98043,9,2013
0.33,98045,9,2013
0.357,98047,9,2013
0.333,98050,9,2013
0.091,98051,9,2013
0.422,98052,9,2013
0.292,98053,9,2013
0.5,98055,9,2013
0.357,98056,9,2013
0.345,98057,9,2013
0.374,98058,9,2013
0.372,98059,9,2013
0.413,98065,9,2013
0.098,98070,9,2013
0.353,98072,9,2013
0.434,98074,9,2013
0.378,98075,9,2013
0.244,98077,9,2013
0.371,98087,9,2013
0.39,98092,9,2013
0.118,98101,9,2013
0.329,98102,9,2013
0.459,98103,9,2013
0.32,98104,9,2013
0.403,98105,9,2013
0.297,98106,9,2013
0.478,98107,9,2013
0.451,98108,9,2013
0.33,98109,9,2013
0.246,98112,9,2013
0.461,98115,9,2013
0.336,98116,9,2013
0.503,98117,9,2013
0.429,98118,9,2013
0.304,98119,9,2013
0.271,98121,9,2013
0.343,98122,9,2013
0.462,98125,9,2013
0.375,98126,9,2013
0.414,98133,9,2013
0.356,98136,9,2013
0.301,98144,9,2013
0.33,98146,9,2013
0.417,98148,9,2013
0.377,98155,9,2013
0,98164,9,2013
0.248,98166,9,2013
0.427,98168,9,2013
0.379,98177,9,2013
0.357,98178,9,2013
0.317,98188,9,2013
0.323,98198,9,2013
0.276,98199,9,2013
0.398,98201,9,2013
0.398,98203,9,2013
0.519,98204,9,2013
0.417,98208,9,2013
0.392,98223,9,2013
0,98241,9,2013
0.375,98251,9,2013
0.388,98252,9,2013
0,98256,9,2013
0.417,98258,9,2013
0.387,98270,9,2013
0.391,98271,9,2013
0.496,98272,9,2013
0.223,98275,9,2013
0.5,98288,9,2013
0.339,98290,9,2013
0.168,98292,9,2013
0,98293,9,2013
0.4,98294,9,2013
0.328,98296,9,2013
0.365,98001,10,2013
0.412,98002,10,2013
0.378,98003,10,2013
0.227,98004,10,2013
0.46,98005,10,2013
0.42,98006,10,2013
0.423,98007,10,2013
0.411,98008,10,2013
0.167,98010,10,2013
0.336,98011,10,2013
0.361,98012,10,2013
0.333,98014,10,2013
0.193,98019,10,2013
0.278,98020,10,2013
0.399,98021,10,2013
0.222,98022,10,2013
0.375,98023,10,2013
0.148,98024,10,2013
0.263,98026,10,2013
0.268,98027,10,2013
0.462,98028,10,2013
0.383,98029,10,2013
0.316,98030,10,2013
0.426,98031,10,2013
0.409,98032,10,2013
0.336,98033,10,2013
0.385,98034,10,2013
0.367,98036,10,2013
0.378,98037,10,2013
0.362,98038,10,2013
0.2,98039,10,2013
0.216,98040,10,2013
0.4,98042,10,2013
0.551,98043,10,2013
0.263,98045,10,2013
0.412,98047,10,2013
1,98050,10,2013
0.2,98051,10,2013
0.359,98052,10,2013
0.222,98053,10,2013
0.386,98055,10,2013
0.324,98056,10,2013
0.429,98057,10,2013
0.313,98058,10,2013
0.396,98059,10,2013
0.39,98065,10,2013
0.149,98070,10,2013
0.264,98072,10,2013
0.365,98074,10,2013
0.329,98075,10,2013
0.227,98077,10,2013
0.328,98087,10,2013
0.377,98092,10,2013
0.154,98101,10,2013
0.316,98102,10,2013
0.42,98103,10,2013
0.261,98104,10,2013
0.358,98105,10,2013
0.333,98106,10,2013
0.481,98107,10,2013
0.381,98108,10,2013
0.22,98109,10,2013
0.239,98112,10,2013
0.415,98115,10,2013
0.353,98116,10,2013
0.459,98117,10,2013
0.36,98118,10,2013
0.274,98119,10,2013
0.247,98121,10,2013
0.377,98122,10,2013
0.401,98125,10,2013
0.33,98126,10,2013
0.354,98133,10,2013
0.255,98136,10,2013
0.297,98144,10,2013
0.305,98146,10,2013
0.391,98148,10,2013
0.355,98155,10,2013
0,98164,10,2013
0.241,98166,10,2013
0.376,98168,10,2013
0.277,98177,10,2013
0.309,98178,10,2013
0.333,98188,10,2013
0.262,98198,10,2013
0.306,98199,10,2013
0.34,98201,10,2013
0.43,98203,10,2013
0.382,98204,10,2013
0.392,98208,10,2013
0.331,98223,10,2013
0,98224,10,2013
0,98241,10,2013
0.389,98251,10,2013
0.44,98252,10,2013
0,98256,10,2013
0.395,98258,10,2013
0.346,98270,10,2013
0.343,98271,10,2013
0.495,98272,10,2013
0.155,98275,10,2013
0,98288,10,2013
0.268,98290,10,2013
0.172,98292,10,2013
0,98293,10,2013
0.438,98294,10,2013
0.259,98296,10,2013
0.38,98001,11,2013
0.343,98002,11,2013
0.28,98003,11,2013
0.207,98004,11,2013
0.405,98005,11,2013
0.416,98006,11,2013
0.338,98007,11,2013
0.425,98008,11,2013
0.188,98010,11,2013
