above_list,zip,month,year
0.381,98011,11,2013
0.324,98012,11,2013
0.308,98014,11,2013
0.22,98019,11,2013
0.223,98020,11,2013
0.321,98021,11,2013
0.286,98022,11,2013
0.308,98023,11,2013
0.19,98024,11,2013
0.211,98026,11,2013
0.248,98027,11,2013
0.488,98028,11,2013
0.429,98029,11,2013
0.289,98030,11,2013
0.347,98031,11,2013
0.394,98032,11,2013
0.316,98033,11,2013
0.377,98034,11,2013
0.29,98036,11,2013
0.333,98037,11,2013
0.308,98038,11,2013
0.267,98039,11,2013
0.151,98040,11,2013
0.392,98042,11,2013
0.436,98043,11,2013
0.205,98045,11,2013
0.375,98047,11,2013
1,98050,11,2013
0.25,98051,11,2013
0.324,98052,11,2013
0.239,98053,11,2013
0.322,98055,11,2013
0.272,98056,11,2013
0.318,98057,11,2013
0.344,98058,11,2013
0.388,98059,11,2013
0.356,98065,11,2013
0.243,98070,11,2013
0.225,98072,11,2013
0.291,98074,11,2013
0.303,98075,11,2013
0.2,98077,11,2013
0.331,98087,11,2013
0.392,98092,11,2013
0.2,98101,11,2013
0.263,98102,11,2013
0.423,98103,11,2013
0.15,98104,11,2013
0.269,98105,11,2013
0.269,98106,11,2013
0.442,98107,11,2013
0.354,98108,11,2013
0.214,98109,11,2013
0.25,98112,11,2013
0.383,98115,11,2013
0.342,98116,11,2013
0.427,98117,11,2013
0.314,98118,11,2013
0.213,98119,11,2013
0.202,98121,11,2013
0.377,98122,11,2013
0.366,98125,11,2013
0.311,98126,11,2013
0.29,98133,11,2013
1,98134,11,2013
0.27,98136,11,2013
0.292,98144,11,2013
0.281,98146,11,2013
0.316,98148,11,2013
0.351,98155,11,2013
0,98164,11,2013
0.156,98166,11,2013
0.324,98168,11,2013
0.222,98177,11,2013
0.299,98178,11,2013
0.389,98188,11,2013
0.297,98198,11,2013
0.311,98199,11,2013
0.303,98201,11,2013
0.371,98203,11,2013
0.31,98204,11,2013
0.364,98208,11,2013
0.302,98223,11,2013
0,98224,11,2013
0.143,98241,11,2013
0.4,98251,11,2013
0.463,98252,11,2013
0.333,98256,11,2013
0.373,98258,11,2013
0.337,98270,11,2013
0.36,98271,11,2013
0.43,98272,11,2013
0.16,98275,11,2013
0,98288,11,2013
0.229,98290,11,2013
0.164,98292,11,2013
0,98293,11,2013
0.474,98294,11,2013
0.228,98296,11,2013
0.322,98001,12,2013
0.297,98002,12,2013
0.296,98003,12,2013
0.176,98004,12,2013
0.35,98005,12,2013
0.323,98006,12,2013
0.338,98007,12,2013
0.404,98008,12,2013
0.267,98010,12,2013
0.379,98011,12,2013
0.299,98012,12,2013
0.235,98014,12,2013
0.293,98019,12,2013
0.167,98020,12,2013
0.302,98021,12,2013
0.262,98022,12,2013
0.193,98023,12,2013
0.357,98024,12,2013
0.237,98026,12,2013
0.197,98027,12,2013
0.411,98028,12,2013
0.387,98029,12,2013
0.376,98030,12,2013
0.286,98031,12,2013
0.419,98032,12,2013
0.29,98033,12,2013
0.366,98034,12,2013
0.236,98036,12,2013
0.307,98037,12,2013
0.309,98038,12,2013
0.167,98039,12,2013
0.118,98040,12,2013
0.296,98042,12,2013
0.364,98043,12,2013
0.19,98045,12,2013
0.313,98047,12,2013
0,98051,12,2013
0.292,98052,12,2013
0.2,98053,12,2013
0.343,98055,12,2013
0.275,98056,12,2013
0.409,98057,12,2013
0.309,98058,12,2013
0.327,98059,12,2013
0.355,98065,12,2013
0.216,98070,12,2013
0.231,98072,12,2013
0.229,98074,12,2013
0.241,98075,12,2013
0.06,98077,12,2013
0.298,98087,12,2013
0.332,98092,12,2013
0.244,98101,12,2013
0.271,98102,12,2013
0.378,98103,12,2013
0.059,98104,12,2013
0.297,98105,12,2013
0.282,98106,12,2013
0.337,98107,12,2013
0.271,98108,12,2013
0.253,98109,12,2013
0.273,98112,12,2013
0.374,98115,12,2013
0.261,98116,12,2013
0.388,98117,12,2013
0.244,98118,12,2013
0.186,98119,12,2013
0.129,98121,12,2013
0.382,98122,12,2013
0.323,98125,12,2013
0.289,98126,12,2013
0.26,98133,12,2013
1,98134,12,2013
0.274,98136,12,2013
0.314,98144,12,2013
0.25,98146,12,2013
0.16,98148,12,2013
0.352,98155,12,2013
0,98164,12,2013
0.188,98166,12,2013
0.26,98168,12,2013
0.184,98177,12,2013
0.338,98178,12,2013
0.373,98188,12,2013
0.304,98198,12,2013
0.292,98199,12,2013
0.306,98201,12,2013
0.286,98203,12,2013
0.321,98204,12,2013
0.338,98208,12,2013
0.272,98223,12,2013
0,98224,12,2013
0.125,98241,12,2013
0.267,98251,12,2013
0.381,98252,12,2013
0.4,98256,12,2013
0.374,98258,12,2013
0.297,98270,12,2013
0.282,98271,12,2013
0.333,98272,12,2013
0.165,98275,12,2013
0,98288,12,2013
0.2,98290,12,2013
0.221,98292,12,2013
0.467,98294,12,2013
0.23,98296,12,2013
0.301,98001,1,2014
0.275,98002,1,2014
0.222,98003,1,2014
0.202,98004,1,2014
0.319,98005,1,2014
0.316,98006,1,2014
0.276,98007,1,2014
0.329,98008,1,2014
0.353,98010,1,2014
0.427,98011,1,2014
0.273,98012,1,2014
0.235,98014,1,2014
0.438,98019,1,2014
0.13,98020,1,2014
0.207,98021,1,2014
0.3,98022,1,2014
0.235,98023,1,2014
0.429,98024,1,2014
0.248,98026,1,2014
0.188,98027,1,2014
0.4,98028,1,2014
0.347,98029,1,2014
0.319,98030,1,2014
0.265,98031,1,2014
0.386,98032,1,2014
0.212,98033,1,2014
0.36,98034,1,2014
0.197,98036,1,2014
0.357,98037,1,2014
0.273,98038,1,2014
0.308,98039,1,2014
0.103,98040,1,2014
0.274,98042,1,2014
0.365,98043,1,2014
0.212,98045,1,2014
0.333,98047,1,2014
0,98050,1,2014
0.125,98051,1,2014
0.264,98052,1,2014
0.227,98053,1,2014
0.302,98055,1,2014
0.262,98056,1,2014
0.435,98057,1,2014
0.32,98058,1,2014
0.283,98059,1,2014
0.324,98065,1,2014
0.148,98070,1,2014
0.284,98072,1,2014
0.28,98074,1,2014
0.218,98075,1,2014
0.065,98077,1,2014
0.255,98087,1,2014
0.321,98092,1,2014
0.189,98101,1,2014
0.241,98102,1,2014
0.362,98103,1,2014
0.071,98104,1,2014
0.276,98105,1,2014
0.288,98106,1,2014
0.305,98107,1,2014
0.222,98108,1,2014
0.304,98109,1,2014
0.317,98112,1,2014
0.351,98115,1,2014
0.2,98116,1,2014
0.33,98117,1,2014
0.255,98118,1,2014
0.173,98119,1,2014
0.123,98121,1,2014
0.35,98122,1,2014
0.318,98125,1,2014
0.244,98126,1,2014
0.248,98133,1,2014
1,98134,1,2014
0.264,98136,1,2014
0.311,98144,1,2014
0.228,98146,1,2014
0.1,98148,1,2014
0.32,98155,1,2014
0,98164,1,2014
0.207,98166,1,2014
0.234,98168,1,2014
0.2,98177,1,2014
0.246,98178,1,2014
0.362,98188,1,2014
0.319,98198,1,2014
0.141,98199,1,2014
0.329,98201,1,2014
0.275,98203,1,2014
0.362,98204,1,2014
0.298,98208,1,2014
0.286,98223,1,2014
0.1,98241,1,2014
0.286,98251,1,2014
0.344,98252,1,2014
0.667,98256,1,2014
0.354,98258,1,2014
0.346,98270,1,2014
0.34,98271,1,2014
0.278,98272,1,2014
0.129,98275,1,2014
0,98288,1,2014
0.22,98290,1,2014
0.232,98292,1,2014
0.5,98294,1,2014
0.276,98296,1,2014
0.298,98001,2,2014
0.238,98002,2,2014
0.268,98003,2,2014
0.206,98004,2,2014
0.361,98005,2,2014
0.32,98006,2,2014
0.276,98007,2,2014
0.362,98008,2,2014
0.4,98010,2,2014
0.403,98011,2,2014
0.266,98012,2,2014
0.059,98014,2,2014
0.425,98019,2,2014
0.233,98020,2,2014
0.28,98021,2,2014
0.204,98022,2,2014
0.259,98023,2,2014
0.462,98024,2,2014
0.286,98026,2,2014
0.194,98027,2,2014
0.3,98028,2,2014
0.322,98029,2,2014
0.308,98030,2,2014
0.317,98031,2,2014
0.383,98032,2,2014
0.23,98033,2,2014
0.375,98034,2,2014
0.2,98036,2,2014
0.386,98037,2,2014
0.287,98038,2,2014
0.286,98039,2,2014
0.153,98040,2,2014
0.276,98042,2,2014
0.377,98043,2,2014
0.246,98045,2,2014
0.444,98047,2,2014
0,98050,2,2014
0.167,98051,2,2014
0.289,98052,2,2014
0.272,98053,2,2014
0.327,98055,2,2014
0.277,98056,2,2014
0.571,98057,2,2014
0.253,98058,2,2014
0.341,98059,2,2014
0.317,98065,2,2014
0.091,98070,2,2014
0.311,98072,2,2014
0.33,98074,2,2014
0.213,98075,2,2014
0.093,98077,2,2014
0.229,98087,2,2014
0.29,98092,2,2014
0.128,98101,2,2014
0.303,98102,2,2014
0.394,98103,2,2014
0.167,98104,2,2014
0.375,98105,2,2014
0.329,98106,2,2014
0.291,98107,2,2014
0.208,98108,2,2014
0.354,98109,2,2014
0.377,98112,2,2014
0.379,98115,2,2014
0.247,98116,2,2014
0.405,98117,2,2014
0.304,98118,2,2014
0.186,98119,2,2014
0.167,98121,2,2014
0.342,98122,2,2014
0.337,98125,2,2014
0.25,98126,2,2014
0.25,98133,2,2014
1,98134,2,2014
0.19,98136,2,2014
0.253,98144,2,2014
0.224,98146,2,2014
0.1,98148,2,2014
0.277,98155,2,2014
0,98164,2,2014
0.293,98166,2,2014
0.176,98168,2,2014
0.208,98177,2,2014
0.203,98178,2,2014
0.278,98188,2,2014
0.313,98198,2,2014
0.19,98199,2,2014
0.315,98201,2,2014
0.294,98203,2,2014
0.4,98204,2,2014
0,98206,2,2014
0.226,98208,2,2014
0.218,98223,2,2014
0,98241,2,2014
0.375,98251,2,2014
0.227,98252,2,2014
0.3,98258,2,2014
0.308,98270,2,2014
0.34,98271,2,2014
0.241,98272,2,2014
0.11,98275,2,2014
0,98288,2,2014
0.25,98290,2,2014
0.304,98292,2,2014
0.417,98294,2,2014
0.25,98296,2,2014
0.307,98001,3,2014
0.259,98002,3,2014
0.235,98003,3,2014
0.336,98004,3,2014
0.415,98005,3,2014
0.407,98006,3,2014
0.328,98007,3,2014
0.415,98008,3,2014
0.5,98010,3,2014
0.411,98011,3,2014
0.329,98012,3,2014
0.182,98014,3,2014
0.355,98019,3,2014
0.222,98020,3,2014
0.286,98021,3,2014
0.172,98022,3,2014
0.287,98023,3,2014
0.154,98024,3,2014
0.288,98026,3,2014
0.253,98027,3,2014
0.267,98028,3,2014
0.393,98029,3,2014
0.258,98030,3,2014
0.391,98031,3,2014
0.299,98032,3,2014
0.28,98033,3,2014
0.398,98034,3,2014
0.225,98036,3,2014
0.449,98037,3,2014
0.262,98038,3,2014
0.357,98039,3,2014
0.231,98040,3,2014
0.294,98042,3,2014
0.293,98043,3,2014
0.3,98045,3,2014
0.4,98047,3,2014
0,98050,3,2014
0.333,98051,3,2014
0.318,98052,3,2014
0.324,98053,3,2014
0.255,98055,3,2014
0.25,98056,3,2014
0.429,98057,3,2014
0.326,98058,3,2014
0.405,98059,3,2014
0.263,98065,3,2014
0.188,98070,3,2014
0.481,98072,3,2014
0.392,98074,3,2014
0.284,98075,3,2014
0.2,98077,3,2014
0.268,98087,3,2014
0.373,98092,3,2014
0.149,98101,3,2014
0.328,98102,3,2014
0.466,98103,3,2014
0.182,98104,3,2014
0.385,98105,3,2014
0.37,98106,3,2014
0.298,98107,3,2014
0.319,98108,3,2014
0.38,98109,3,2014
0.453,98112,3,2014
0.486,98115,3,2014
0.246,98116,3,2014
0.488,98117,3,2014
0.4,98118,3,2014
0.273,98119,3,2014
0.228,98121,3,2014
0.368,98122,3,2014
0.337,98125,3,2014
0.264,98126,3,2014
0.297,98133,3,2014
0.667,98134,3,2014
0.263,98136,3,2014
0.297,98144,3,2014
0.364,98146,3,2014
0.133,98148,3,2014
0.381,98155,3,2014
0,98164,3,2014
0.235,98166,3,2014
0.254,98168,3,2014
0.333,98177,3,2014
0.257,98178,3,2014
0.216,98188,3,2014
0.3,98198,3,2014
0.264,98199,3,2014
0.261,98201,3,2014
0.333,98203,3,2014
0.342,98204,3,2014
0,98206,3,2014
0.218,98208,3,2014
0.239,98223,3,2014
0,98241,3,2014
0.273,98251,3,2014
0.2,98252,3,2014
0.321,98258,3,2014
0.311,98270,3,2014
0.282,98271,3,2014
0.209,98272,3,2014
0.139,98275,3,2014
0,98288,3,2014
0.294,98290,3,2014
0.259,98292,3,2014
0.476,98294,3,2014
0.274,98296,3,2014
0.321,98001,4,2014
0.219,98002,4,2014
0.299,98003,4,2014
0.368,98004,4,2014
0.327,98005,4,2014
0.521,98006,4,2014
0.395,98007,4,2014
0.532,98008,4,2014
0.313,98010,4,2014
0.425,98011,4,2014
0.335,98012,4,2014
0.25,98014,4,2014
0.293,98019,4,2014
0.229,98020,4,2014
0.29,98021,4,2014
0.118,98022,4,2014
0.287,98023,4,2014
0.067,98024,4,2014
0.28,98026,4,2014
0.4,98027,4,2014
0.367,98028,4,2014
0.476,98029,4,2014
0.295,98030,4,2014
0.363,98031,4,2014
0.393,98032,4,2014
0.349,98033,4,2014
0.426,98034,4,2014
0.241,98036,4,2014
0.346,98037,4,2014
0.336,98038,4,2014
0.3,98039,4,2014
0.229,98040,4,2014
0.31,98042,4,2014
0.324,98043,4,2014
0.288,98045,4,2014
0.364,98047,4,2014
0.167,98051,4,2014
0.452,98052,4,2014
0.3,98053,4,2014
0.353,98055,4,2014
0.351,98056,4,2014
0.263,98057,4,2014
0.306,98058,4,2014
0.413,98059,4,2014
0.304,98065,4,2014
0.219,98070,4,2014
0.384,98072,4,2014
0.485,98074,4,2014
0.362,98075,4,2014
0.229,98077,4,2014
0.267,98087,4,2014
0.372,98092,4,2014
0.167,98101,4,2014
0.329,98102,4,2014
0.489,98103,4,2014
0.333,98104,4,2014
0.522,98105,4,2014
0.368,98106,4,2014
0.472,98107,4,2014
0.358,98108,4,2014
0.43,98109,4,2014
0.487,98112,4,2014
0.534,98115,4,2014
0.373,98116,4,2014
0.565,98117,4,2014
0.437,98118,4,2014
0.306,98119,4,2014
0.212,98121,4,2014
0.356,98122,4,2014
0.4,98125,4,2014
0.368,98126,4,2014
0.382,98133,4,2014
0.333,98134,4,2014
0.406,98136,4,2014
0.315,98144,4,2014
0.325,98146,4,2014
0.125,98148,4,2014
0.398,98155,4,2014
0,98164,4,2014
0.222,98166,4,2014
0.32,98168,4,2014
0.443,98177,4,2014
0.346,98178,4,2014
0.333,98188,4,2014
0.222,98198,4,2014
0.43,98199,4,2014
0.319,98201,4,2014
0.327,98203,4,2014
0.341,98204,4,2014
0,98206,4,2014
0.256,98208,4,2014
0.293,98223,4,2014
0,98224,4,2014
0,98241,4,2014
0.261,98251,4,2014
0.24,98252,4,2014
0,98256,4,2014
0.33,98258,4,2014
0.329,98270,4,2014
0.283,98271,4,2014
0.267,98272,4,2014
0.173,98275,4,2014
0,98288,4,2014
0.278,98290,4,2014
0.295,98292,4,2014
0.409,98294,4,2014
0.232,98296,4,2014
0.34,98001,5,2014
0.253,98002,5,2014
0.276,98003,5,2014
0.388,98004,5,2014
0.435,98005,5,2014
0.552,98006,5,2014
0.427,98007,5,2014
0.588,98008,5,2014
0.25,98010,5,2014
0.473,98011,5,2014
0.336,98012,5,2014
0.423,98014,5,2014
0.267,98019,5,2014
0.25,98020,5,2014
0.304,98021,5,2014
0.155,98022,5,2014
0.265,98023,5,2014
0.077,98024,5,2014
0.296,98026,5,2014
0.418,98027,5,2014
0.459,98028,5,2014
0.476,98029,5,2014
0.292,98030,5,2014
0.313,98031,5,2014
0.365,98032,5,2014
0.397,98033,5,2014
0.42,98034,5,2014
0.265,98036,5,2014
0.382,98037,5,2014
0.291,98038,5,2014
0.364,98039,5,2014
0.286,98040,5,2014
0.293,98042,5,2014
0.341,98043,5,2014
0.236,98045,5,2014
0.231,98047,5,2014
0,98050,5,2014
0.222,98051,5,2014
0.477,98052,5,2014
0.248,98053,5,2014
0.379,98055,5,2014
0.392,98056,5,2014
0.269,98057,5,2014
0.374,98058,5,2014
0.369,98059,5,2014
0.28,98065,5,2014
0.189,98070,5,2014
0.429,98072,5,2014
0.477,98074,5,2014
0.361,98075,5,2014
0.32,98077,5,2014
0.263,98087,5,2014
0.368,98092,5,2014
0.205,98101,5,2014
0.342,98102,5,2014
0.5,98103,5,2014
0.2,98104,5,2014
0.488,98105,5,2014
0.387,98106,5,2014
0.511,98107,5,2014
0.342,98108,5,2014
0.382,98109,5,2014
0.52,98112,5,2014
0.579,98115,5,2014
0.411,98116,5,2014
0.59,98117,5,2014
0.433,98118,5,2014
0.36,98119,5,2014
0.225,98121,5,2014
0.4,98122,5,2014
0.482,98125,5,2014
0.403,98126,5,2014
0.437,98133,5,2014
0.333,98134,5,2014
0.463,98136,5,2014
0.386,98144,5,2014
0.333,98146,5,2014
0.24,98148,5,2014
0.409,98155,5,2014
0,98164,5,2014
0.245,98166,5,2014
0.412,98168,5,2014
0.467,98177,5,2014
0.433,98178,5,2014
0.308,98188,5,2014
0.252,98198,5,2014
0.442,98199,5,2014
0.337,98201,5,2014
0.316,98203,5,2014
0.333,98204,5,2014
0.312,98208,5,2014
0.302,98223,5,2014
0,98224,5,2014
0,98241,5,2014
0.125,98251,5,2014
0.267,98252,5,2014
0,98256,5,2014
0.345,98258,5,2014
0.392,98270,5,2014
0.319,98271,5,2014
0.301,98272,5,2014
0.195,98275,5,2014
0,98288,5,2014
0.293,98290,5,2014
0.271,98292,5,2014
0.407,98294,5,2014
0.32,98296,5,2014
0.412,98001,6,2014
0.323,98002,6,2014
0.279,98003,6,2014
0.295,98004,6,2014
0.456,98005,6,2014
0.556,98006,6,2014
0.463,98007,6,2014
0.627,98008,6,2014
0.2,98010,6,2014
0.455,98011,6,2014
0.366,98012,6,2014
0.44,98014,6,2014
0.355,98019,6,2014
0.337,98020,6,2014
0.388,98021,6,2014
0.145,98022,6,2014
0.287,98023,6,2014
0.071,98024,6,2014
0.29,98026,6,2014
0.452,98027,6,2014
0.492,98028,6,2014
0.508,98029,6,2014
0.304,98030,6,2014
0.333,98031,6,2014
0.323,98032,6,2014
0.386,98033,6,2014
0.423,98034,6,2014
0.298,98036,6,2014
0.392,98037,6,2014
0.293,98038,6,2014
0.25,98039,6,2014
0.278,98040,6,2014
0.337,98042,6,2014
0.397,98043,6,2014
0.228,98045,6,2014
0.2,98047,6,2014
0,98050,6,2014
0.143,98051,6,2014
0.538,98052,6,2014
0.289,98053,6,2014
0.423,98055,6,2014
0.426,98056,6,2014
0.375,98057,6,2014
0.384,98058,6,2014
0.326,98059,6,2014
0.341,98065,6,2014
0.204,98070,6,2014
0.378,98072,6,2014
0.464,98074,6,2014
0.336,98075,6,2014
0.294,98077,6,2014
0.305,98087,6,2014
0.352,98092,6,2014
0.234,98101,6,2014
0.349,98102,6,2014
0.498,98103,6,2014
0.2,98104,6,2014
0.495,98105,6,2014
0.357,98106,6,2014
0.607,98107,6,2014
0.348,98108,6,2014
0.388,98109,6,2014
0.495,98112,6,2014
0.538,98115,6,2014
0.447,98116,6,2014
0.641,98117,6,2014
0.414,98118,6,2014
0.378,98119,6,2014
0.257,98121,6,2014
0.427,98122,6,2014
0.523,98125,6,2014
0.426,98126,6,2014
0.429,98133,6,2014
0,98134,6,2014
0.476,98136,6,2014
0.397,98144,6,2014
0.284,98146,6,2014
0.323,98148,6,2014
0.391,98155,6,2014
0.282,98166,6,2014
0.417,98168,6,2014
0.512,98177,6,2014
0.395,98178,6,2014
0.369,98188,6,2014
0.243,98198,6,2014
0.458,98199,6,2014
0.394,98201,6,2014
0.315,98203,6,2014
0.36,98204,6,2014
0,98205,6,2014
0.337,98208,6,2014
0.335,98223,6,2014
0,98224,6,2014
0,98241,6,2014
0.125,98251,6,2014
0.279,98252,6,2014
0,98256,6,2014
0.316,98258,6,2014
0.38,98270,6,2014
0.327,98271,6,2014
0.292,98272,6,2014
0.187,98275,6,2014
0,98288,6,2014
0.211,98290,6,2014
0.275,98292,6,2014
0.3,98294,6,2014
0.355,98296,6,2014
0.407,98001,7,2014
0.333,98002,7,2014
0.261,98003,7,2014
0.276,98004,7,2014
0.515,98005,7,2014
0.468,98006,7,2014
0.51,98007,7,2014
0.603,98008,7,2014
0.2,98010,7,2014
0.398,98011,7,2014
0.373,98012,7,2014
0.364,98014,7,2014
0.321,98019,7,2014
0.371,98020,7,2014
0.429,98021,7,2014
0.175,98022,7,2014
0.294,98023,7,2014
0.2,98024,7,2014
0.302,98026,7,2014
0.385,98027,7,2014
0.491,98028,7,2014
0.476,98029,7,2014
0.34,98030,7,2014
0.35,98031,7,2014
0.295,98032,7,2014
0.36,98033,7,2014
0.413,98034,7,2014
0.327,98036,7,2014
0.407,98037,7,2014
0.278,98038,7,2014
0.267,98039,7,2014
0.276,98040,7,2014
0.393,98042,7,2014
0.434,98043,7,2014
0.245,98045,7,2014
0.25,98047,7,2014
0,98050,7,2014
0.111,98051,7,2014
0.509,98052,7,2014
0.292,98053,7,2014
0.359,98055,7,2014
0.377,98056,7,2014
0.367,98057,7,2014
0.413,98058,7,2014
0.306,98059,7,2014
0.319,98065,7,2014
0.222,98070,7,2014
0.368,98072,7,2014
0.408,98074,7,2014
0.313,98075,7,2014
0.282,98077,7,2014
0.348,98087,7,2014
0.348,98092,7,2014
0.255,98101,7,2014
0.337,98102,7,2014
0.535,98103,7,2014
0.056,98104,7,2014
0.422,98105,7,2014
0.366,98106,7,2014
0.466,98107,7,2014
0.33,98108,7,2014
0.315,98109,7,2014
0.518,98112,7,2014
0.523,98115,7,2014
0.406,98116,7,2014
0.617,98117,7,2014
0.437,98118,7,2014
0.393,98119,7,2014
0.25,98121,7,2014
0.433,98122,7,2014
0.494,98125,7,2014
0.344,98126,7,2014
0.418,98133,7,2014
0.451,98136,7,2014
0.392,98144,7,2014
0.316,98146,7,2014
0.379,98148,7,2014
0.416,98155,7,2014
0,98164,7,2014
0.274,98166,7,2014
0.361,98168,7,2014
0.48,98177,7,2014
0.379,98178,7,2014
0.275,98188,7,2014
0.295,98198,7,2014
0.426,98199,7,2014
0.321,98201,7,2014
0.309,98203,7,2014
0.321,98204,7,2014
0,98205,7,2014
0.308,98208,7,2014
0.308,98223,7,2014
0.167,98241,7,2014
0,98251,7,2014
0.34,98252,7,2014
0.326,98258,7,2014
0.361,98270,7,2014
0.306,98271,7,2014
0.282,98272,7,2014
0.161,98275,7,2014
0,98288,7,2014
0.251,98290,7,2014
0.27,98292,7,2014
1,98293,7,2014
0.292,98294,7,2014
0.365,98296,7,2014
0.372,98001,8,2014
0.317,98002,8,2014
0.255,98003,8,2014
0.247,98004,8,2014
0.4,98005,8,2014
0.439,98006,8,2014
0.511,98007,8,2014
0.506,98008,8,2014
0.28,98010,8,2014
0.326,98011,8,2014
0.386,98012,8,2014
0.25,98014,8,2014
0.328,98019,8,2014
0.304,98020,8,2014
0.393,98021,8,2014
0.195,98022,8,2014
0.34,98023,8,2014
0.167,98024,8,2014
0.282,98026,8,2014
0.335,98027,8,2014
0.451,98028,8,2014
0.431,98029,8,2014
0.314,98030,8,2014
0.385,98031,8,2014
0.286,98032,8,2014
0.31,98033,8,2014
0.398,98034,8,2014
0.326,98036,8,2014
0.333,98037,8,2014
0.346,98038,8,2014
0.235,98039,8,2014
0.229,98040,8,2014
0.418,98042,8,2014
0.408,98043,8,2014
0.267,98045,8,2014
0.25,98047,8,2014
0,98050,8,2014
0,98051,8,2014
0.487,98052,8,2014
0.288,98053,8,2014
0.364,98055,8,2014
0.313,98056,8,2014
0.321,98057,8,2014
0.357,98058,8,2014
0.324,98059,8,2014
0.342,98065,8,2014
0.219,98070,8,2014
0.339,98072,8,2014
0.333,98074,8,2014
0.335,98075,8,2014
0.239,98077,8,2014
0.344,98087,8,2014
0.337,98092,8,2014
0.291,98101,8,2014
0.248,98102,8,2014
0.537,98103,8,2014
0.063,98104,8,2014
0.416,98105,8,2014
0.327,98106,8,2014
0.487,98107,8,2014
0.384,98108,8,2014
0.3,98109,8,2014
0.423,98112,8,2014
0.498,98115,8,2014
0.329,98116,8,2014
0.576,98117,8,2014
0.418,98118,8,2014
0.33,98119,8,2014
0.173,98121,8,2014
0.416,98122,8,2014
0.455,98125,8,2014
0.324,98126,8,2014
0.388,98133,8,2014
0,98134,8,2014
0.386,98136,8,2014
0.369,98144,8,2014
0.304,98146,8,2014
0.286,98148,8,2014
0.41,98155,8,2014
0,98164,8,2014
0.218,98166,8,2014
0.302,98168,8,2014
0.422,98177,8,2014
0.304,98178,8,2014
0.238,98188,8,2014
0.268,98198,8,2014
0.388,98199,8,2014
0.311,98201,8,2014
0.338,98203,8,2014
0.296,98204,8,2014
0,98205,8,2014
0,98206,8,2014
0.305,98208,8,2014
0.339,98223,8,2014
0,98224,8,2014
0.167,98241,8,2014
0.222,98251,8,2014
0.351,98252,8,2014
0,98256,8,2014
0.353,98258,8,2014
0.357,98270,8,2014
0.25,98271,8,2014
0.296,98272,8,2014
0.161,98275,8,2014
0.5,98288,8,2014
0.223,98290,8,2014
0.269,98292,8,2014
1,98293,8,2014
0.192,98294,8,2014
0.323,98296,8,2014
0.331,98001,9,2014
0.237,98002,9,2014
0.296,98003,9,2014
0.232,98004,9,2014
0.304,98005,9,2014
0.391,98006,9,2014
0.452,98007,9,2014
0.511,98008,9,2014
0.31,98010,9,2014
0.295,98011,9,2014
0.351,98012,9,2014
0.273,98014,9,2014
0.25,98019,9,2014
0.275,98020,9,2014
0.341,98021,9,2014
0.204,98022,9,2014
0.349,98023,9,2014
0.235,98024,9,2014
0.288,98026,9,2014
0.275,98027,9,2014
0.376,98028,9,2014
0.338,98029,9,2014
0.32,98030,9,2014
0.362,98031,9,2014
0.308,98032,9,2014
0.277,98033,9,2014
0.35,98034,9,2014
0.299,98036,9,2014
0.282,98037,9,2014
0.385,98038,9,2014
0.235,98039,9,2014
0.229,98040,9,2014
0.374,98042,9,2014
0.377,98043,9,2014
0.228,98045,9,2014
0.263,98047,9,2014
0,98050,9,2014
0,98051,9,2014
0.369,98052,9,2014
0.216,98053,9,2014
0.286,98055,9,2014
0.27,98056,9,2014
0.12,98057,9,2014
0.306,98058,9,2014
0.317,98059,9,2014
0.363,98065,9,2014
0.25,98070,9,2014
0.316,98072,9,2014
0.273,98074,9,2014
0.329,98075,9,2014
0.281,98077,9,2014
0.243,98087,9,2014
0.327,98092,9,2014
0.235,98101,9,2014
0.195,98102,9,2014
0.505,98103,9,2014
0.056,98104,9,2014
0.422,98105,9,2014
0.336,98106,9,2014
0.425,98107,9,2014
0.366,98108,9,2014
0.271,98109,9,2014
0.406,98112,9,2014
0.454,98115,9,2014
0.284,98116,9,2014
0.474,98117,9,2014
0.371,98118,9,2014
0.29,98119,9,2014
0.098,98121,9,2014
0.392,98122,9,2014
0.453,98125,9,2014
0.272,98126,9,2014
0.365,98133,9,2014
0,98134,9,2014
0.3,98136,9,2014
0.294,98144,9,2014
0.315,98146,9,2014
0.378,98148,9,2014
0.381,98155,9,2014
0,98164,9,2014
0.213,98166,9,2014
0.316,98168,9,2014
0.321,98177,9,2014
0.277,98178,9,2014
0.161,98188,9,2014
0.278,98198,9,2014
0.372,98199,9,2014
0.235,98201,9,2014
0.369,98203,9,2014
0.284,98204,9,2014
0,98205,9,2014
0,98206,9,2014
0.271,98208,9,2014
0.3,98223,9,2014
0,98224,9,2014
0.2,98241,9,2014
0.294,98251,9,2014
0.379,98252,9,2014
0,98256,9,2014
0.367,98258,9,2014
0.346,98270,9,2014
0.286,98271,9,2014
0.32,98272,9,2014
0.183,98275,9,2014
0.333,98288,9,2014
0.242,98290,9,2014
0.298,98292,9,2014
1,98293,9,2014
0.25,98294,9,2014
0.248,98296,9,2014
0.33,98001,10,2014
0.27,98002,10,2014
0.295,98003,10,2014
0.177,98004,10,2014
0.26,98005,10,2014
0.388,98006,10,2014
0.299,98007,10,2014
